# lambba_val.val 0.9375
#time (ps)      gradients (kcal/mol*lam)
0.000            0.0000045901
200.000            0.0000047191
400.000            0.0000042442
600.000            0.0000043479
800.000            0.0000083870
1000.000            0.0000044416
1200.000            0.0000041909
1400.000            0.0000038808
1600.000            0.0000039756
1800.000            0.0000039420
2000.000            0.0000057016
2200.000            0.0000042151
2400.000            0.0000055746
2600.000            0.0000052620
2800.000            0.0000043837
3000.000            0.0000040820
3200.000            0.0000037801
3400.000            0.0000038147
3600.000            0.0000040436
3800.000            0.0000039455
4000.000            0.0000041103
4200.000            0.0000043679
4400.000            0.0000038652
4600.000            0.0000040491
4800.000            0.0000039361
5000.000            0.0000040687
5200.000            0.0000041019
5400.000            0.0000045705
5600.000            0.0000042884
5800.000            0.0000041233
6000.000            0.0000039983
6200.000            0.0000040309
6400.000            0.0000041947
6600.000            0.0000044844
6800.000            0.0000039273
7000.000            0.0000037568
7200.000            0.0000038345
7400.000            0.0000043905
7600.000            0.0000048690
7800.000            0.0000048408
8000.000            0.0000050708
8200.000            0.0000059863
8400.000            0.0000043122
8600.000            0.0000044917
8800.000            0.0000035443
9000.000            0.0000042655
9200.000            0.0000044878
9400.000            0.0000041776
9600.000            0.0000041534
9800.000            0.0000040902
10000.000            0.0000044806
10200.000            0.0000041686
10400.000            0.0000041961
10600.000            0.0000050420
10800.000            0.0000061561
11000.000            0.0000045955
11200.000            0.0000051558
11400.000            0.0000049737
11600.000            0.0000050890
11800.000            0.0000043193
12000.000            0.0000048171
12200.000            0.0000038951
12400.000            0.0000040641
12600.000            0.0000042312
12800.000            0.0000045107
13000.000            0.0000046372
13200.000            0.0000042981
13400.000            0.0000039938
13600.000            0.0000043321
13800.000            0.0000042412
14000.000            0.0000045236
14200.000            0.0000050527
14400.000            0.0000042383
14600.000            0.0000043527
14800.000            0.0000041408
15000.000            0.0000043681
15200.000            0.0000041832
15400.000            0.0000047110
15600.000            0.0000048580
15800.000            0.0000050562
16000.000            0.0000040705
16200.000            0.0000047458
16400.000            0.0000040943
16600.000            0.0000044057
16800.000            0.0000041833
17000.000            0.0000037343
17200.000            0.0000039597
17400.000            0.0000046906
17600.000            0.0000039081
17800.000            0.0000044166
18000.000            0.0000039084
18200.000            0.0000043030
18400.000            0.0000044736
18600.000            0.0000105962
18800.000            0.0000044937
19000.000            0.0000039391
19200.000            0.0000042573
19400.000            0.0000039920
19600.000            0.0000041323
19800.000            0.0000036597
20000.000            0.0000041839
20200.000            0.0000038154
20400.000            0.0000036662
20600.000            0.0000039213
20800.000            0.0000041241
21000.000            0.0000050508
21200.000            0.0000040839
21400.000            0.0000048994
21600.000            0.0000051452
21800.000            0.0000046022
22000.000            0.0000064694
22200.000            0.0000053762
22400.000            0.0000052062
22600.000            0.0000050004
22800.000            0.0000050531
23000.000            0.0000052734
23200.000            0.0000059879
23400.000            0.0000053875
23600.000            0.0000039884
23800.000            0.0000041408
24000.000            0.0000043103
24200.000            0.0000038983
24400.000            0.0000040338
24600.000            0.0000048589
24800.000            0.0000040916
25000.000            0.0000039289
25200.000            0.0000044405
25400.000            0.0000042481
25600.000            0.0000047680
25800.000            0.0000047295
26000.000            0.0000043686
26200.000            0.0000047015
26400.000            0.0000039435
26600.000            0.0000038630
26800.000            0.0000040708
27000.000            0.0000047234
27200.000            0.0000052201
27400.000            0.0000058762
27600.000            0.0000044164
27800.000            0.0000042913
28000.000            0.0000042739
28200.000            0.0000042648
28400.000            0.0000042223
28600.000            0.0000042520
28800.000            0.0000040162
29000.000            0.0000043389
29200.000            0.0000047093
29400.000            0.0000041211
29600.000            0.0000038660
29800.000            0.0000041223
30000.000            0.0000039816
30200.000            0.0000040590
30400.000            0.0000040857
30600.000            0.0000037861
30800.000            0.0000041549
31000.000            0.0000041980
31200.000            0.0000040283
31400.000            0.0000041512
31600.000            0.0000045062
31800.000            0.0000044209
32000.000            0.0000045172
32200.000            0.0000051662
32400.000            0.0000047845
32600.000            0.0000045899
32800.000            0.0000038991
33000.000            0.0000039015
33200.000            0.0000040302
33400.000            0.0000039959
33600.000            0.0000044114
33800.000            0.0000039680
34000.000            0.0000038367
34200.000            0.0000041312
34400.000            0.0000040792
34600.000            0.0000037797
34800.000            0.0000044552
35000.000            0.0000038889
35200.000            0.0000047665
35400.000            0.0000048322
35600.000            0.0000050419
35800.000            0.0000044519
36000.000            0.0000041862
36200.000            0.0000045460
36400.000            0.0000045565
36600.000            0.0000040283
36800.000            0.0000039255
37000.000            0.0000041057
37200.000            0.0000041988
37400.000            0.0000040814
37600.000            0.0000040505
37800.000            0.0000039653
38000.000            0.0000038359
38200.000            0.0000040457
38400.000            0.0000037958
38600.000            0.0000043039
38800.000            0.0000041256
39000.000            0.0000039695
39200.000            0.0000047047
39400.000            0.0000052246
39600.000            0.0000047910
39800.000            0.0000038000
40000.000            0.0000041955
40200.000            0.0000041744
40400.000            0.0000043891
40600.000            0.0000039583
40800.000            0.0000043912
41000.000            0.0000038239
41200.000            0.0000049673
41400.000            0.0000071226
41600.000            0.0000059235
41800.000            0.0000046205
42000.000            0.0000058690
42200.000            0.0000056299
42400.000            0.0000045253
42600.000            0.0000047472
42800.000            0.0000061203
43000.000            0.0000056035
43200.000            0.0000048221
43400.000            0.0000045581
43600.000            0.0000063434
43800.000            0.0000041883
44000.000            0.0000044246
44200.000            0.0000045152
44400.000            0.0000043180
44600.000            0.0000044135
44800.000            0.0000045305
45000.000            0.0000054288
45200.000            0.0000050197
45400.000            0.0000040382
45600.000            0.0000044178
45800.000            0.0000041063
46000.000            0.0000041430
46200.000            0.0000043513
46400.000            0.0000039346
46600.000            0.0000039854
46800.000            0.0000041743
47000.000            0.0000043811
47200.000            0.0000056217
47400.000            0.0000044677
47600.000            0.0000039535
47800.000            0.0000046319
48000.000            0.0000056624
48200.000            0.0000043217
48400.000            0.0000038881
48600.000            0.0000041056
48800.000            0.0000042958
49000.000            0.0000051184
49200.000            0.0000041383
49400.000            0.0000043546
49600.000            0.0000040680
49800.000            0.0000047160
50000.000            0.0000047743
50200.000            0.0000050414
50400.000            0.0000052015
50600.000            0.0000047276
50800.000            0.0000053129
51000.000            0.0000043214
51200.000            0.0000045347
51400.000            0.0000042339
51600.000            0.0000047332
51800.000            0.0000041990
52000.000            0.0000045312
52200.000            0.0000043197
52400.000            0.0000044795
52600.000            0.0000043280
52800.000            0.0000043093
53000.000            0.0000049528
53200.000            0.0000048476
53400.000            0.0000044014
53600.000            0.0000043479
53800.000            0.0000043881
54000.000            0.0000042342
54200.000            0.0000041842
54400.000            0.0000041720
54600.000            0.0000039745
54800.000            0.0000041725
55000.000            0.0000049253
55200.000            0.0000044519
55400.000            0.0000048709
55600.000            0.0000042435
55800.000            0.0000040018
56000.000            0.0000039930
56200.000            0.0000038411
56400.000            0.0000046526
56600.000            0.0000047402
56800.000            0.0000052520
57000.000            0.0000066908
57200.000            0.0000065939
57400.000            0.0000088123
57600.000            0.0000045989
57800.000            0.0000052710
58000.000            0.0000042835
58200.000            0.0000042974
58400.000            0.0000041563
58600.000            0.0000043862
58800.000            0.0000041919
59000.000            0.0000045287
59200.000            0.0000040027
59400.000            0.0000043784
59600.000            0.0000051301
59800.000            0.0000043395
60000.000            0.0000041091
60200.000            0.0000041545
60400.000            0.0000041559
60600.000            0.0000038124
60800.000            0.0000038530
61000.000            0.0000037927
61200.000            0.0000042188
61400.000            0.0000041364
61600.000            0.0000041639
61800.000            0.0000041993
62000.000            0.0000039968
62200.000            0.0000043357
62400.000            0.0000041789
62600.000            0.0000039884
62800.000            0.0000045204
63000.000            0.0000044987
63200.000            0.0000040214
63400.000            0.0000046292
63600.000            0.0000045361
63800.000            0.0000038346
64000.000            0.0000040877
64200.000            0.0000050029
64400.000            0.0000045893
64600.000            0.0000041032
64800.000            0.0000043015
65000.000            0.0000044808
65200.000            0.0000039763
65400.000            0.0000044884
65600.000            0.0000043529
65800.000            0.0000048634
66000.000            0.0000046703
66200.000            0.0000046641
66400.000            0.0000048533
66600.000            0.0000045107
66800.000            0.0000054980
67000.000            0.0000048802
67200.000            0.0000043782
67400.000            0.0000049254
67600.000            0.0000044996
67800.000            0.0000053145
68000.000            0.0000042116
68200.000            0.0000041955
68400.000            0.0000039393
68600.000            0.0000038323
68800.000            0.0000039974
69000.000            0.0000043063
69200.000            0.0000037454
69400.000            0.0000045404
69600.000            0.0000055389
69800.000            0.0000049015
70000.000            0.0000045916
70200.000            0.0000049704
70400.000            0.0000051600
70600.000            0.0000047939
70800.000            0.0000041821
71000.000            0.0000039784
71200.000            0.0000039856
71400.000            0.0000043326
71600.000            0.0000045604
71800.000            0.0000044046
72000.000            0.0000068132
72200.000            0.0000045002
72400.000            0.0000041917
72600.000            0.0000045116
72800.000            0.0000038887
73000.000            0.0000039840
73200.000            0.0000045312
73400.000            0.0000045100
73600.000            0.0000038054
73800.000            0.0000042894
74000.000            0.0000036418
74200.000            0.0000038152
74400.000            0.0000043192
74600.000            0.0000040027
74800.000            0.0000043238
75000.000            0.0000046804
75200.000            0.0000043702
75400.000            0.0000043139
75600.000            0.0000044865
75800.000            0.0000046602
76000.000            0.0000042191
76200.000            0.0000048405
76400.000            0.0000050619
76600.000            0.0000050217
76800.000            0.0000048788
77000.000            0.0000037842
77200.000            0.0000045246
77400.000            0.0000037827
77600.000            0.0000046782
77800.000            0.0000044093
78000.000            0.0000045173
78200.000            0.0000057394
78400.000            0.0000047850
78600.000            0.0000050466
78800.000            0.0000058097
79000.000            0.0000053032
79200.000            0.0000050496
79400.000            0.0000044861
79600.000            0.0000044651
79800.000            0.0000043428
80000.000            0.0000041444
80200.000            0.0000038083
80400.000            0.0000050316
80600.000            0.0000117178
80800.000            0.0000052858
81000.000            0.0000043028
81200.000            0.0000041992
81400.000            0.0000046583
81600.000            0.0000052783
81800.000            0.0000049478
82000.000            0.0000042062
82200.000            0.0000051114
82400.000            0.0000053937
82600.000            0.0000052911
82800.000            0.0000053703
83000.000            0.0000054210
83200.000            0.0000043430
83400.000            0.0000041269
83600.000            0.0000038255
83800.000            0.0000039217
84000.000            0.0000047918
84200.000            0.0000042023
84400.000            0.0000043820
84600.000            0.0000038642
84800.000            0.0000041744
85000.000            0.0000041883
85200.000            0.0000040579
85400.000            0.0000041222
85600.000            0.0000046697
85800.000            0.0000042808
86000.000            0.0000046560
86200.000            0.0000046297
86400.000            0.0000062688
86600.000            0.0000084704
86800.000            0.0000056383
87000.000            0.0000051115
87200.000            0.0000058893
87400.000            0.0000048451
87600.000            0.0000045773
87800.000            0.0000044806
88000.000            0.0000048939
88200.000            0.0000044007
88400.000            0.0000041412
88600.000            0.0000040791
88800.000            0.0000041468
89000.000            0.0000042297
89200.000            0.0000041769
89400.000            0.0000043781
89600.000            0.0000045861
89800.000            0.0000041063
90000.000            0.0000040428
90200.000            0.0000043551
90400.000            0.0000048153
90600.000            0.0000047111
90800.000            0.0000046257
91000.000            0.0000044649
91200.000            0.0000039736
91400.000            0.0000042115
91600.000            0.0000042433
91800.000            0.0000042815
92000.000            0.0000045851
92200.000            0.0000046727
92400.000            0.0000048639
92600.000            0.0000051806
92800.000            0.0000044067
93000.000            0.0000042726
93200.000            0.0000043614
93400.000            0.0000039263
93600.000            0.0000039678
93800.000            0.0000042322
94000.000            0.0000046154
94200.000            0.0000045693
94400.000            0.0000040604
94600.000            0.0000040676
94800.000            0.0000044887
95000.000            0.0000047511
95200.000            0.0000075083
95400.000            0.0000052148
95600.000            0.0000049520
95800.000            0.0000061794
96000.000            0.0000041988
96200.000            0.0000048691
96400.000            0.0000054385
96600.000            0.0000066221
96800.000            0.0000045187
97000.000            0.0000044110
97200.000            0.0000048434
97400.000            0.0000041674
97600.000            0.0000044471
97800.000            0.0000046487
98000.000            0.0000049297
98200.000            0.0000061943
98400.000            0.0000048407
98600.000            0.0000047616
98800.000            0.0000042913
99000.000            0.0000040153
99200.000            0.0000042111
99400.000            0.0000039756
99600.000            0.0000051797
99800.000            0.0000052708
100000.000            0.0000059642
100200.000            0.0000050363
100400.000            0.0000049866
100600.000            0.0000040940
100800.000            0.0000049244
101000.000            0.0000043391
101200.000            0.0000052490
101400.000            0.0000042208
101600.000            0.0000057056
101800.000            0.0000049001
102000.000            0.0000056835
102200.000            0.0000049723
102400.000            0.0000042444
102600.000            0.0000046808
102800.000            0.0000043607
103000.000            0.0000041937
103200.000            0.0000038311
103400.000            0.0000046277
103600.000            0.0000045347
103800.000            0.0000056797
104000.000            0.0000048354
104200.000            0.0000044864
104400.000            0.0000041156
104600.000            0.0000044605
104800.000            0.0000074603
105000.000            0.0000044514
105200.000            0.0000057133
105400.000            0.0000047885
105600.000            0.0000052114
105800.000            0.0000050486
106000.000            0.0000043917
106200.000            0.0000044086
106400.000            0.0000046887
106600.000            0.0000046259
106800.000            0.0000045987
107000.000            0.0000042087
107200.000            0.0000051840
107400.000            0.0000040067
107600.000            0.0000050364
107800.000            0.0000058420
108000.000            0.0000045223
108200.000            0.0000040795
108400.000            0.0000038692
108600.000            0.0000040237
108800.000            0.0000039865
109000.000            0.0000042755
109200.000            0.0000046170
109400.000            0.0000045787
109600.000            0.0000039075
109800.000            0.0000041441
110000.000            0.0000043272
110200.000            0.0000045985
110400.000            0.0000038201
110600.000            0.0000045258
110800.000            0.0000042923
111000.000            0.0000043889
111200.000            0.0000050530
111400.000            0.0000042844
111600.000            0.0000048012
111800.000            0.0000050161
112000.000            0.0000043007
112200.000            0.0000044775
112400.000            0.0000041800
112600.000            0.0000035438
112800.000            0.0000045245
113000.000            0.0000043338
113200.000            0.0000044479
113400.000            0.0000045720
113600.000            0.0000045841
113800.000            0.0000038106
114000.000            0.0000042878
114200.000            0.0000045223
114400.000            0.0000043519
114600.000            0.0000043650
114800.000            0.0000044921
115000.000            0.0000040760
115200.000            0.0000039481
115400.000            0.0000040232
115600.000            0.0000044268
115800.000            0.0000039107
116000.000            0.0000039937
116200.000            0.0000041055
116400.000            0.0000044524
116600.000            0.0000045415
116800.000            0.0000041328
117000.000            0.0000040596
117200.000            0.0000045083
117400.000            0.0000042985
117600.000            0.0000055808
117800.000            0.0000055680
118000.000            0.0000051346
118200.000            0.0000051077
118400.000            0.0000044748
118600.000            0.0000041816
118800.000            0.0000042239
119000.000            0.0000043982
119200.000            0.0000042516
119400.000            0.0000055713
119600.000            0.0000053563
119800.000            0.0000052147
120000.000            0.0000044633
120200.000            0.0000043388
120400.000            0.0000040916
120600.000            0.0000041474
120800.000            0.0000043903
121000.000            0.0000045767
121200.000            0.0000048711
121400.000            0.0000077333
121600.000            0.0000054337
121800.000            0.0000048138
122000.000            0.0000052307
122200.000            0.0000047369
122400.000            0.0000051744
122600.000            0.0000056244
122800.000            0.0000044789
123000.000            0.0000041963
123200.000            0.0000038830
123400.000            0.0000044582
123600.000            0.0000045233
123800.000            0.0000046145
124000.000            0.0000039775
124200.000            0.0000050804
124400.000            0.0000041635
124600.000            0.0000040977
124800.000            0.0000041273
125000.000            0.0000039897
125200.000            0.0000043031
125400.000            0.0000040943
125600.000            0.0000045783
125800.000            0.0000042685
126000.000            0.0000041721
126200.000            0.0000042296
126400.000            0.0000041191
126600.000            0.0000041021
126800.000            0.0000042027
127000.000            0.0000045463
127200.000            0.0000037839
127400.000            0.0000040285
127600.000            0.0000038469
127800.000            0.0000041242
128000.000            0.0000041116
128200.000            0.0000050285
128400.000            0.0000044121
128600.000            0.0000042189
128800.000            0.0000040899
129000.000            0.0000040583
129200.000            0.0000038842
129400.000            0.0000046860
129600.000            0.0000047584
129800.000            0.0000045120
130000.000            0.0000048714
130200.000            0.0000048484
130400.000            0.0000039500
130600.000            0.0000037788
130800.000            0.0000045417
131000.000            0.0000051934
131200.000            0.0000050913
131400.000            0.0000045958
131600.000            0.0000039528
131800.000            0.0000046007
132000.000            0.0000048033
132200.000            0.0000057285
132400.000            0.0000046427
132600.000            0.0000052829
132800.000            0.0000057246
133000.000            0.0000052834
133200.000            0.0000045445
133400.000            0.0000043947
133600.000            0.0000044372
133800.000            0.0000056217
134000.000            0.0000051312
134200.000            0.0000048299
134400.000            0.0000047566
134600.000            0.0000041028
134800.000            0.0000037145
135000.000            0.0000043110
135200.000            0.0000042979
135400.000            0.0000052209
135600.000            0.0000042341
135800.000            0.0000057131
136000.000            0.0000042827
136200.000            0.0000040786
136400.000            0.0000043359
136600.000            0.0000039589
136800.000            0.0000059956
137000.000            0.0000043650
137200.000            0.0000049028
137400.000            0.0000054827
137600.000            0.0000041448
137800.000            0.0000040442
138000.000            0.0000042125
138200.000            0.0000038110
138400.000            0.0000048531
138600.000            0.0000039230
138800.000            0.0000039733
139000.000            0.0000042225
139200.000            0.0000046923
139400.000            0.0000042627
139600.000            0.0000049209
139800.000            0.0000044116
140000.000            0.0000043195
140200.000            0.0000043050
140400.000            0.0000043108
140600.000            0.0000045115
140800.000            0.0000067241
141000.000            0.0000046704
141200.000            0.0000051836
141400.000            0.0000042294
141600.000            0.0000044731
141800.000            0.0000050914
142000.000            0.0000049013
142200.000            0.0000053873
142400.000            0.0000046489
142600.000            0.0000047672
142800.000            0.0000053712
143000.000            0.0000052204
143200.000            0.0000057374
143400.000            0.0000039357
143600.000            0.0000051722
143800.000            0.0000065322
144000.000            0.0000046378
144200.000            0.0000054179
144400.000            0.0000056817
144600.000            0.0000044773
144800.000            0.0000042891
145000.000            0.0000039954
145200.000            0.0000040750
145400.000            0.0000049811
145600.000            0.0000047113
145800.000            0.0000043564
146000.000            0.0000042361
146200.000            0.0000036901
146400.000            0.0000045292
146600.000            0.0000042303
146800.000            0.0000048091
147000.000            0.0000048458
147200.000            0.0000053810
147400.000            0.0000064752
147600.000            0.0000073646
147800.000            0.0000046617
148000.000            0.0000063017
148200.000            0.0000054203
148400.000            0.0000049518
148600.000            0.0000041884
148800.000            0.0000063331
149000.000            0.0000045765
149200.000            0.0000048905
149400.000            0.0000038808
149600.000            0.0000042467
149800.000            0.0000045117
150000.000            0.0000041507
150200.000            0.0000040563
150400.000            0.0000054102
150600.000            0.0000044509
150800.000            0.0000046009
151000.000            0.0000047755
151200.000            0.0000053384
151400.000            0.0000052773
151600.000            0.0000058011
151800.000            0.0000050495
152000.000            0.0000049777
152200.000            0.0000041730
152400.000            0.0000043400
152600.000            0.0000048354
152800.000            0.0000045676
153000.000            0.0000040103
153200.000            0.0000042819
153400.000            0.0000041400
153600.000            0.0000041005
153800.000            0.0000045944
154000.000            0.0000043891
154200.000            0.0000040365
154400.000            0.0000037251
154600.000            0.0000041715
154800.000            0.0000043956
155000.000            0.0000040349
155200.000            0.0000056489
155400.000            0.0000042249
155600.000            0.0000051166
155800.000            0.0000055519
156000.000            0.0000046836
156200.000            0.0000051144
156400.000            0.0000053581
156600.000            0.0000051596
156800.000            0.0000047000
157000.000            0.0000045349
157200.000            0.0000055345
157400.000            0.0000043856
157600.000            0.0000045915
157800.000            0.0000044095
158000.000            0.0000038524
158200.000            0.0000042779
158400.000            0.0000039690
